date,forecast_calls_base,forecast_hours_off_base,special_event,calls_multiplier,hours_multiplier,forecast_calls,forecast_hours_off,risk_level,day_name,month,is_high_calls,is_high_hours,is_intersection,challenge_type
2025-03-29,142.1231790250879,279.20991927671616,,1.0,1.0,142.1231790250879,279.20991927671616,High Calls,Saturday,3,True,False,False,High Calls Only
2025-03-30,144.35614143351006,283.8807794679332,,1.0,1.0,144.35614143351006,283.8807794679332,High Calls,Sunday,3,True,False,False,High Calls Only
2025-03-31,146.10369007483595,287.1728595842439,,1.0,1.0,146.10369007483595,287.1728595842439,High Calls,Monday,3,True,False,False,High Calls Only
2025-04-01,148.33181147737895,292.85902247868853,,1.0,1.0,148.33181147737895,292.85902247868853,High Calls,Tuesday,4,True,False,False,High Calls Only
2025-04-02,154.94691558766428,295.5660251112822,,1.0,1.0,154.94691558766428,295.5660251112822,High Calls,Wednesday,4,True,False,False,High Calls Only
2025-04-03,140.79404635757365,283.6154381473831,,1.0,1.0,140.79404635757365,283.6154381473831,Normal,Thursday,4,False,False,False,Normal
2025-04-04,126.5003365379585,276.33903959785096,,1.0,1.0,126.5003365379585,276.33903959785096,Normal,Friday,4,False,False,False,Normal
2025-04-05,142.4496539830431,279.65828137824775,,1.0,1.0,142.4496539830431,279.65828137824775,High Calls,Saturday,4,True,False,False,High Calls Only
2025-04-06,144.68261639146527,284.3291415694648,,1.0,1.0,144.68261639146527,284.3291415694648,High Calls,Sunday,4,True,False,False,High Calls Only
2025-04-07,146.43016503279117,287.6212216857755,,1.0,1.0,146.43016503279117,287.6212216857755,High Calls,Monday,4,True,False,False,High Calls Only
2025-04-08,148.65828643533416,293.3073845802201,,1.0,1.0,148.65828643533416,293.3073845802201,High Calls,Tuesday,4,True,False,False,High Calls Only
2025-04-09,155.2733905456195,296.0143872128138,,1.0,1.0,155.2733905456195,296.0143872128138,High Calls,Wednesday,4,True,False,False,High Calls Only
2025-04-10,141.12052131552886,284.0638002489147,,1.0,1.0,141.12052131552886,284.0638002489147,Normal,Thursday,4,False,False,False,Normal
2025-04-11,126.82681149591372,276.78740169938254,,1.0,1.0,126.82681149591372,276.78740169938254,Normal,Friday,4,False,False,False,Normal
2025-04-12,142.77612894099832,280.10664347977934,,1.0,1.0,142.77612894099832,280.10664347977934,High Calls,Saturday,4,True,False,False,High Calls Only
2025-04-13,145.0090913494205,284.7775036709964,,1.0,1.0,145.0090913494205,284.7775036709964,High Calls,Sunday,4,True,False,False,High Calls Only
2025-04-14,146.75663999074638,288.06958378730707,,1.0,1.0,146.75663999074638,288.06958378730707,High Calls,Monday,4,True,False,False,High Calls Only
2025-04-15,148.98476139328938,293.7557466817517,,1.0,1.0,148.98476139328938,293.7557466817517,High Calls,Tuesday,4,True,False,False,High Calls Only
2025-04-16,155.5998655035747,296.4627493143454,,1.0,1.0,155.5998655035747,296.4627493143454,High Calls,Wednesday,4,True,False,False,High Calls Only
2025-04-17,141.44699627348407,284.51216235044626,,1.0,1.0,141.44699627348407,284.51216235044626,Normal,Thursday,4,False,False,False,Normal
2025-04-18,127.15328645386893,277.2357638009141,Good Friday,1.1,1.3,139.86861509925583,360.4064929411884,High Absence,Friday,4,False,True,False,High Hours Off Only
2025-04-19,143.10260389895353,280.5550055813109,,1.0,1.0,143.10260389895353,280.5550055813109,High Calls,Saturday,4,True,False,False,High Calls Only
2025-04-20,145.3355663073757,285.225865772528,Easter Sunday,1.1,1.2,159.8691229381133,342.27103892703354,High Risk,Sunday,4,True,True,True,CRITICAL: High Calls + High Hours
2025-04-21,147.0831149487016,288.51794588883865,Easter Monday,1.1,1.25,161.79142644357177,360.64743236104835,High Risk,Monday,4,True,True,True,CRITICAL: High Calls + High Hours
2025-04-22,149.3112363512446,294.2041087832833,,1.0,1.0,149.3112363512446,294.2041087832833,High Calls,Tuesday,4,True,False,False,High Calls Only
2025-04-23,155.92634046152992,296.911111415877,,1.0,1.0,155.92634046152992,296.911111415877,High Calls,Wednesday,4,True,False,False,High Calls Only
2025-04-24,141.7734712314393,284.96052445197785,,1.0,1.0,141.7734712314393,284.96052445197785,Normal,Thursday,4,False,False,False,Normal
2025-04-25,127.47976141182414,277.6841259024457,,1.0,1.0,127.47976141182414,277.6841259024457,Normal,Friday,4,False,False,False,Normal
2025-04-26,143.42907885690875,281.0033676828425,,1.0,1.0,143.42907885690875,281.0033676828425,High Calls,Saturday,4,True,False,False,High Calls Only
2025-04-27,145.6620412653309,285.67422787405957,,1.0,1.0,145.6620412653309,285.67422787405957,High Calls,Sunday,4,True,False,False,High Calls Only
2025-04-28,147.4095899066568,288.96630799037024,,1.0,1.0,147.4095899066568,288.96630799037024,High Calls,Monday,4,True,False,False,High Calls Only
2025-04-29,149.6377113091998,294.6524708848149,,1.0,1.0,149.6377113091998,294.6524708848149,High Calls,Tuesday,4,True,False,False,High Calls Only
2025-04-30,156.25281541948513,297.35947351740856,,1.0,1.0,156.25281541948513,297.35947351740856,High Calls,Wednesday,4,True,False,False,High Calls Only
2025-05-01,142.0999461893945,285.40888655350943,,1.0,1.0,142.0999461893945,285.40888655350943,High Calls,Thursday,5,True,False,False,High Calls Only
2025-05-02,127.80623636977936,278.1324880039773,,1.0,1.0,127.80623636977936,278.1324880039773,Normal,Friday,5,False,False,False,Normal
2025-05-03,143.75555381486396,281.4517297843741,,1.0,1.0,143.75555381486396,281.4517297843741,High Calls,Saturday,5,True,False,False,High Calls Only
2025-05-04,145.98851622328613,286.12258997559115,,1.0,1.0,145.98851622328613,286.12258997559115,High Calls,Sunday,5,True,False,False,High Calls Only
2025-05-05,147.73606486461202,289.4146700919018,,1.0,1.0,147.73606486461202,289.4146700919018,High Calls,Monday,5,True,False,False,High Calls Only
2025-05-06,149.96418626715501,295.10083298634646,,1.0,1.0,149.96418626715501,295.10083298634646,High Calls,Tuesday,5,True,False,False,High Calls Only
2025-05-07,156.57929037744034,297.80783561894015,,1.0,1.0,156.57929037744034,297.80783561894015,High Calls,Wednesday,5,True,False,False,High Calls Only
2025-05-08,142.4264211473497,285.857248655041,,1.0,1.0,142.4264211473497,285.857248655041,High Calls,Thursday,5,True,False,False,High Calls Only
2025-05-09,128.13271132773457,278.5808501055089,,1.0,1.0,128.13271132773457,278.5808501055089,Normal,Friday,5,False,False,False,Normal
2025-05-10,144.08202877281917,281.9000918859057,,1.0,1.0,144.08202877281917,281.9000918859057,High Calls,Saturday,5,True,False,False,High Calls Only
2025-05-11,146.31499118124134,286.57095207712274,,1.0,1.0,146.31499118124134,286.57095207712274,High Calls,Sunday,5,True,False,False,High Calls Only
2025-05-12,148.06253982256723,289.8630321934334,,1.0,1.0,148.06253982256723,289.8630321934334,High Calls,Monday,5,True,False,False,High Calls Only
2025-05-13,150.29066122511023,295.54919508787805,,1.0,1.0,150.29066122511023,295.54919508787805,High Calls,Tuesday,5,True,False,False,High Calls Only
2025-05-14,156.90576533539556,298.25619772047173,,1.0,1.0,156.90576533539556,298.25619772047173,High Calls,Wednesday,5,True,False,False,High Calls Only
2025-05-15,142.75289610530493,286.3056107565726,,1.0,1.0,142.75289610530493,286.3056107565726,High Calls,Thursday,5,True,False,False,High Calls Only
2025-05-16,128.45918628568978,279.0292122070405,,1.0,1.0,128.45918628568978,279.0292122070405,Normal,Friday,5,False,False,False,Normal
2025-05-17,144.40850373077438,282.34845398743727,,1.0,1.0,144.40850373077438,282.34845398743727,High Calls,Saturday,5,True,False,False,High Calls Only
2025-05-18,146.64146613919655,287.0193141786543,Victoria Day Weekend,1.15,1.2,168.63768606007602,344.4231770143852,High Risk,Sunday,5,True,True,True,CRITICAL: High Calls + High Hours
2025-05-19,148.38901478052244,290.311394294965,Victoria Day,1.2,1.3,178.06681773662692,377.4048125834545,High Risk,Monday,5,True,True,True,CRITICAL: High Calls + High Hours
2025-05-20,150.61713618306544,295.99755718940963,,1.0,1.0,150.61713618306544,295.99755718940963,High Calls,Tuesday,5,True,False,False,High Calls Only
2025-05-21,157.23224029335077,298.7045598220033,,1.0,1.0,157.23224029335077,298.7045598220033,High Calls,Wednesday,5,True,False,False,High Calls Only
2025-05-22,143.07937106326014,286.7539728581042,,1.0,1.0,143.07937106326014,286.7539728581042,High Calls,Thursday,5,True,False,False,High Calls Only
2025-05-23,128.785661243645,279.47757430857206,,1.0,1.0,128.785661243645,279.47757430857206,Normal,Friday,5,False,False,False,Normal
2025-05-24,144.7349786887296,282.79681608896885,,1.0,1.0,144.7349786887296,282.79681608896885,High Calls,Saturday,5,True,False,False,High Calls Only
2025-05-25,146.96794109715177,287.4676762801859,,1.0,1.0,146.96794109715177,287.4676762801859,High Calls,Sunday,5,True,False,False,High Calls Only
2025-05-26,148.71548973847766,290.7597563964966,,1.0,1.0,148.71548973847766,290.7597563964966,High Calls,Monday,5,True,False,False,High Calls Only
2025-05-27,150.94361114102065,296.4459192909412,,1.0,1.0,150.94361114102065,296.4459192909412,High Calls,Tuesday,5,True,False,False,High Calls Only
2025-05-28,157.55871525130598,299.1529219235349,,1.0,1.0,157.55871525130598,299.1529219235349,High Calls,Wednesday,5,True,False,False,High Calls Only
2025-05-29,143.40584602121535,287.2023349596358,,1.0,1.0,143.40584602121535,287.2023349596358,High Calls,Thursday,5,True,False,False,High Calls Only
2025-05-30,129.1121362016002,279.92593641010365,,1.0,1.0,129.1121362016002,279.92593641010365,Normal,Friday,5,False,False,False,Normal
2025-05-31,145.0614536466848,283.24517819050044,,1.0,1.0,145.0614536466848,283.24517819050044,High Calls,Saturday,5,True,False,False,High Calls Only
2025-06-01,147.29441605510698,287.9160383817175,,1.0,1.0,147.29441605510698,287.9160383817175,High Calls,Sunday,6,True,False,False,High Calls Only
2025-06-02,149.04196469643287,291.20811849802817,,1.0,1.0,149.04196469643287,291.20811849802817,High Calls,Monday,6,True,False,False,High Calls Only
2025-06-03,151.27008609897587,296.8942813924728,,1.0,1.0,151.27008609897587,296.8942813924728,High Calls,Tuesday,6,True,False,False,High Calls Only
2025-06-04,157.8851902092612,299.6012840250665,,1.0,1.0,157.8851902092612,299.6012840250665,High Calls,Wednesday,6,True,False,False,High Calls Only
2025-06-05,143.73232097917057,287.65069706116736,,1.0,1.0,143.73232097917057,287.65069706116736,High Calls,Thursday,6,True,False,False,High Calls Only
2025-06-06,129.43861115955542,280.37429851163523,,1.0,1.0,129.43861115955542,280.37429851163523,Normal,Friday,6,False,False,False,Normal
2025-06-07,145.38792860464002,283.693540292032,,1.0,1.0,145.38792860464002,283.693540292032,High Calls,Saturday,6,True,False,False,High Calls Only
2025-06-08,147.6208910130622,288.3644004832491,,1.0,1.0,147.6208910130622,288.3644004832491,High Calls,Sunday,6,True,False,False,High Calls Only
2025-06-09,149.36843965438808,291.65648059955976,,1.0,1.0,149.36843965438808,291.65648059955976,High Calls,Monday,6,True,False,False,High Calls Only
2025-06-10,151.59656105693108,297.3426434940044,,1.0,1.0,151.59656105693108,297.3426434940044,High Calls,Tuesday,6,True,False,False,High Calls Only
2025-06-11,158.2116651672164,300.0496461265981,,1.0,1.0,158.2116651672164,300.0496461265981,High Calls,Wednesday,6,True,False,False,High Calls Only
2025-06-12,144.05879593712578,288.09905916269895,,1.0,1.0,144.05879593712578,288.09905916269895,High Calls,Thursday,6,True,False,False,High Calls Only
2025-06-13,129.76508611751063,280.8226606131668,,1.0,1.0,129.76508611751063,280.8226606131668,Normal,Friday,6,False,False,False,Normal
2025-06-14,145.71440356259524,284.1419023935636,,1.0,1.0,145.71440356259524,284.1419023935636,High Calls,Saturday,6,True,False,False,High Calls Only
2025-06-15,147.9473659710174,288.81276258478067,,1.0,1.0,147.9473659710174,288.81276258478067,High Calls,Sunday,6,True,False,False,High Calls Only
2025-06-16,149.6949146123433,292.10484270109134,,1.0,1.0,149.6949146123433,292.10484270109134,High Calls,Monday,6,True,False,False,High Calls Only
2025-06-17,151.9230360148863,297.791005595536,,1.0,1.0,151.9230360148863,297.791005595536,High Calls,Tuesday,6,True,False,False,High Calls Only
2025-06-18,158.53814012517162,300.49800822812966,,1.0,1.0,158.53814012517162,300.49800822812966,High Calls,Wednesday,6,True,False,False,High Calls Only
2025-06-19,144.385270895081,288.54742126423054,,1.0,1.0,144.385270895081,288.54742126423054,High Calls,Thursday,6,True,False,False,High Calls Only
2025-06-20,130.09156107546585,281.2710227146984,,1.0,1.0,130.09156107546585,281.2710227146984,Normal,Friday,6,False,False,False,Normal
2025-06-21,146.04087852055045,284.5902644950952,,1.0,1.0,146.04087852055045,284.5902644950952,High Calls,Saturday,6,True,False,False,High Calls Only
2025-06-22,148.27384092897262,289.26112468631226,,1.0,1.0,148.27384092897262,289.26112468631226,High Calls,Sunday,6,True,False,False,High Calls Only
2025-06-23,150.0213895702985,292.55320480262293,,1.0,1.0,150.0213895702985,292.55320480262293,High Calls,Monday,6,True,False,False,High Calls Only
2025-06-24,152.2495109728415,298.23936769706756,,1.0,1.0,152.2495109728415,298.23936769706756,High Calls,Tuesday,6,True,False,False,High Calls Only
2025-06-25,158.86461508312684,300.94637032966125,,1.0,1.0,158.86461508312684,300.94637032966125,High Calls,Wednesday,6,True,False,False,High Calls Only
2025-06-26,144.7117458530362,288.9957833657621,,1.0,1.0,144.7117458530362,288.9957833657621,High Calls,Thursday,6,True,False,False,High Calls Only
2025-06-27,130.41803603342106,281.71938481623,,1.0,1.0,130.41803603342106,281.71938481623,Normal,Friday,6,False,False,False,Normal
2025-06-28,146.36735347850566,285.0386265966268,,1.0,1.0,146.36735347850566,285.0386265966268,High Calls,Saturday,6,True,False,False,High Calls Only
2025-06-29,148.60031588692783,289.70948678784384,,1.0,1.0,148.60031588692783,289.70948678784384,High Calls,Sunday,6,True,False,False,High Calls Only
2025-06-30,150.34786452825372,293.0015669041545,Canada Day Eve,1.15,1.2,172.90004420749176,351.6018802849854,High Risk,Monday,6,True,True,True,CRITICAL: High Calls + High Hours
2025-07-01,152.57598593079672,298.68772979859915,Canada Day,1.25,1.35,190.7199824134959,403.2284352281089,High Risk,Tuesday,7,True,True,True,CRITICAL: High Calls + High Hours
2025-07-02,159.19109004108205,301.39473243119284,,1.0,1.0,159.19109004108205,301.39473243119284,High Calls,Wednesday,7,True,False,False,High Calls Only
2025-07-03,145.03822081099142,289.4441454672937,,1.0,1.0,145.03822081099142,289.4441454672937,High Calls,Thursday,7,True,False,False,High Calls Only
2025-07-04,130.74451099137627,282.1677469177616,,1.0,1.0,130.74451099137627,282.1677469177616,Normal,Friday,7,False,False,False,Normal
2025-07-05,146.69382843646088,285.48698869815837,,1.0,1.0,146.69382843646088,285.48698869815837,High Calls,Saturday,7,True,False,False,High Calls Only
2025-07-06,148.92679084488304,290.15784888937543,,1.0,1.0,148.92679084488304,290.15784888937543,High Calls,Sunday,7,True,False,False,High Calls Only
2025-07-07,150.67433948620894,293.4499290056861,,1.0,1.0,150.67433948620894,293.4499290056861,High Calls,Monday,7,True,False,False,High Calls Only
2025-07-08,152.90246088875193,299.13609190013074,,1.0,1.0,152.90246088875193,299.13609190013074,High Calls,Tuesday,7,True,False,False,High Calls Only
2025-07-09,159.51756499903726,301.8430945327244,,1.0,1.0,159.51756499903726,301.8430945327244,High Calls,Wednesday,7,True,False,False,High Calls Only
2025-07-10,145.36469576894663,289.8925075688253,,1.0,1.0,145.36469576894663,289.8925075688253,High Calls,Thursday,7,True,False,False,High Calls Only
